Reporter_Organization,ASRS_Report_Number_Accession_Number,Reporter_Organization_1,ASRS_Report_Number_Accession_Number_1,Narrative,Narrative_1,Synopsis,Fuente
Air Carrier,2158858.0,,,"During climb ENG1 EPR MODE FAULT ECAM illuminated on upper ECAM screen. Secondary ECAM AUTOFLT A/THR OFF illuminated with an amber caution.The captain assigned me as the PF, while he assumed the PM duties responding to the ECAM and ""to-do items"". I continued to climb to FL360, while the captain executed the ECAM procedures. These actions were unsuccessful in resetting the ECAM messages. Upon completing the ECAM procedures, the captain continued with the associated NON-NORMAL procedures in the purser. Running this NON-NORMAL checklist, it became clear and it was confirmed that the number 1 engine was not being monitored by the FADEC anymore. The big threat was making sure we kept the engine within its normal parameters. The checklist guided us to the appropriate max manual N1 settings for the different phases of the flight. We discussed briefly to turn around, but the captain first would contact the company and coordinate the possible return to gate. As the airplane leveled off at FL 360, I made sure the airspeed stabilized well below the ""red line"" (max speed) and well above the ""red line"" (min speed) and verified the N1 settings with the tables in the purser. Once the return to ZZZ decision was made, the captain informed ATC we were to return to ZZZ with ""engine indication problems"" and did not declare an emergency. Initially we were given headings followed by direct ZZZZZ for the ZZZZZ1 arrival. The captain reprogrammed ""the box"" with ZZZ as the destination and loaded the arrival. The captain returned to completing the Diversion Guide and made sure we were not overweight for landing, etc. We were given a descent. The aircraft had lost the Auto Thrust capability, but the Auto Pilot was still engaged, so I adjusted the thrust manually for a reasonable descend rate. As the aircraft was under positive control and it was responding as expected, I loaded the expected runway and approach procedures, verified the altitudes, and prepared for the arrival and approach phases of the flight, while the captain now informed the flight attendants and the passengers of the newly developed scenario. Once the captain felt that all parties were informed of the new situation, we came ""together again as a crew"" on the flight deck . This is where he informed me of all he had done and I brought him up to speed of my status and the status of the aircraft, altitude and direct to fix, the ""box having been loaded and verified by me for the arrival and approach into ZZZ. Once caught up, he resumed the PF duties and I became the PM. We ran the arrival briefing and descent checklist. We discussed the big threat in case of a ""Go-Around"", and other potential threats. An uneventful approach and landing followed. Once on the ground, we received a gate and the good news that another aircraft was already assigned to take the passengers to ZZZZ after all. The passengers were informed of the new gate and plane to make sure their expectations were met and would still make it to ZZZZ.After all checklists were completed and the passengers were deplaned, the CA called the chief pilot and discussed the stressful situation we had been in. It was decided, after answering and completing questions that the CA would not continue to ZZZZ, but I would.",,A320 First Officer reported engine indicating anomalies and loss of auto thrust capability during climb. Flight crew diverted and landed safely.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2159564.0,,,"During Engine acceleration from 50% to FLEX, ENG 1 lagged noticeably behind ENG 2. Once 'stabilized' at FLEX, ENG 1 was not producing as much power as ENG 2 and they also sounded very noticeably out of sync. I elected to reject the takeoff instead of trying to investigate. The PF (F/O) also noticed that he was having to use significant rudder to maintain runway centerline.",,"Air carrier flight crew flying A320 aircraft, reported engine malfunction during takeoff roll. Flight crew rejected takeoff.",ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2161044.0,,,CA called out UPSET and performed actions per brief. FO turned on seat belt sign. CA made PA for FA to be seated immediately per FA brief. Event lasted 3 seconds before aircraft returned to level flight where it again encountered moderate wake turbulence. Autopilot and autothrottles remained off. CA had FO query ATC as to the aircraft we were following. Informed it was a 737 7 miles ahead. FO informed ATC of event and informed ATC that we would be offsetting the aircraft right of course. Once the second event had occurred and we had successfully maneuvered the aircraft right of course FO checked on the FAs. They had taken their jumpseats even prior to the PA. No FA injuries. FO asked the FA to query passengers for injuries. FAs reported only 1 middle aged male adult had been up and he had been in the lavatory. He denied injuries as did all passengers. Dispatch notified of the event via ACARS. Informed Dispatch that CA would conference with Chief Pilot on the ground and submit reports.,,B737 Captain reported an inflight upset at FL360 while being 7 miles in trail of another B737.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2161058.0,,,"Climbing through FL240 the flight had been extremely smooth we encountered wake turbulence. It felt like moderate turbulence for about 3 seconds. I called to check on the FAs and Person A said she hit her finger. However, she was fine and didn't need medical attention. I check with her after we settled in at cruise and she repeated the same thing, she was ok.",,B737 Captain reported a Flight Attendant incurred a minor injury during a wake turbulence encounter climbing through FL240.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2161561.0,Air Carrier,2161589.0,"While in the cruise phase of flight at FL370, the Master Caution (MC) flickered very quickly illuminating and immediately self extinguishing. Out of normal SOP and training when the MC illuminated, I called out 'My Aircraft' focusing solely on the control of the aircraft as I was the PF. This happens frequently when flying with center tank fuel. The MC will flicker as its approaching empty center fuel tanks triggering the PM to switch the center fuel tank pumps to 'off.' This time however, we still had plenty of fuel in the center tanks making us question why the MC just flickered. My Captain stated to me that there is center fuel and that no abnormal lights are illuminated anywhere in the flight deck on the lower or overhead panels. After paying attention to and determining the flight path of the aircraft was in a desired state/mode under control of the A/P and that the airspeed was exactly on the speed I had programmed for cruise in the VNAV cruise page under control of the A/T, I also began to also investigate what caused the MC to flicker while still giving plenty of attention to the flight path and airspeed of the aircraft. I thought I may have seen something rapidly illuminate and extinguish at the same time the MC did on my recall panel. I pressed on my recall and realized that I believed it was the 'HYD' that quickly flashed in the middle on the left side of my recall panel. After letting go, all recall items and both MC extinguished. This thought of maybe seeing the HYD light flash instigated me to open the 'SYS' page on the lower DU of the MFD where hydraulics information is shown. We both noticed how low the System A quantity was as it was showing 40 and dropping rapidly. We checked and all engine and electric pumps and they were all in the 'ON' position. Knowing the quantity was going to be at 0 within the next minute, I called for the 'Loss of System A QRH checklist.' The Captain began reading out loud the Loss of System A QRH checklist. The quantity was at 0 on System A when beginning the QRH. After step X and placing the A HYD PUMP switches both to 'OFF,' we noted that the quantity then rose to 13. The Captain continued the QRH procedure up until the 'deferred items' which we reviewed to understand what systems are INOP, noted that we have to stop straight ahead on the runway and have gear pins installed and then saved for later when ready to lower the landing gear. While flying the aircraft and managing the flight path and speed, I send a quick and simple message the dispatch, through ACARS, saying what QRH procedure we were working through. By the time we completed the QRH to the deferred items, dispatch was aware and had maintenance ready for the Captain to talk to. I made mention that we have ZZZ and ZZZ1 directly at our 12 o'clock. the Captain and I agreed that we will [request priority handling] but to hold off for just a moment while he called dispatch. I took control of radios while continuing to control the aircraft and the Captain called Dispatch on VHF 2 through AIRINC where he spoke with dispatch and maintenance discussing the situation and discussing a diversion. I did remind the Captain during this the ZZZ2 tower would be closed by the time we would get there making it a non suitable destination to continue to with a [priority handling] aircraft when we have ZZZ1 close by. While the Captain was on VFH 2, I made the required report to ATC and reported that we lost our System A hydraulics, we are not [requesting priority handling] just yet, they can plan on us diverting to ZZZ1, but that I would like to remain at our current altitude and route to ZZZ2 (ATC cleared up direct to ZZZ2 airport awhile back) for the time being but would like to slow to M0.73 to start buying us some time for planning. ATC kindly noted everything and approved for us to slow down. Captain came back on radio and intercom with me and we agreed that ZZZ1 is the most suitable diversion airport since they have ATC, [priority handling] equipment, the weather was good and VFR in ZZZ1, maintenance base for Company X, managers and supervisors to help get our PAX re booked, as well as a 737 base for Company X and could potentially get another plane and pilots to get our PAX continuing into ZZZ2 relatively quickly. We also agreed we will [request priority handling] since we could be spraying hydraulic fluid all over the gear bay and that we will have to stop on the runway after landing and shut engines down since we need maintenance to install gear pins before we move again. I continued to control the aircraft and radios while the Captain began to brief the Flight Attendants and then give a PAX PA. While he was completed these duties, I officially [requested priority handling] with ZZZ Center and informed them that we would like to divert to ZZZ1. I was given direct to ZZZ1 airport and to report souls & FOB. I then requested that ZZZ Center reach out to ZZZ1 App and Tower to see what runway we could expect. I explained that XXC was the only runway showing open in the D-ATIS and NOTAMS and would be shown as closed as well if we landed on that runway since we will be stopping and shutting engines down on the runway. I advised that if ZZZ1 is able to open any other runways for us, we would be happy to accept Runway YYC, YYR, XXL, or XXC. We began a descent and we alerted by the MC and recall panel 'HYD' again. This time looking to the overhead panel, Low Pressure was illuminated on the engine pump for #2. We the completed the QRH for hydraulic pump low pressure which calls for that pump to be placed off. The quantity was rising and stopped at 106. Soon after, it settled at about 94. At this point, the only pump we have 'ON' is the #2 electric pump. While on our descent into ZZZ1, we received a hand off to ZZZ1 App where they informed us that they are opening Runway YYR for us and that we can expect the ILS YYR ZZZ1. I still had us slowed back in speed buying us plenty of time as well as buying our ground ops and maintenance plenty of time so they could have tow equipment ready for us. The captain completed his duties and briefs and took control of the radios again while I continued to be PF. I set up for an briefed the ILS YYR at ZZZ1. We briefed that we would bring the aircraft to a full stop on the runway, stow the boards and set the flaps to 40, set brakes, switch electrics to the APU and shut down both engines, and that we would just let the tow team tow us to the gate from there instead of starting engines again and taxiing to mitigate any further threats. We agreed on a plan to ask Approach control for direct to ZZZZZ and down to 4,000 ft so that we could get to 4,000 ft and get fully configured with the manual gear extension and QRH checklist complete and well as the before landing checklist completed before crossing ZZZZZ inbound. ATC cleared us to 4,000 ft and cleared up direct ZZZZZ. We executed exactly how we planned and had the QRH and Before Landing Checklist complete before ZZZZZ. Upon bring the aircraft to a stop, we did exactly what we briefed and I took control of the radios to talk to ARFF while the Captain made a PA to the cabin. ARFF completed a 360 degree sweep of the aircraft not seeing anything out of the usual and stated that they would hang out there with us while maintenance and tow team completed their duties and that they would then follow us all the way to the gate. Maintenance notified us that there was fluid spraying from the bottom of the #1 engine but that it would be okay to tow to the gate. We were towed to the gate where we were met with supervisors, managers, and maintenance to help with pax deplaning and for reports, AML entries.Cause: There were storms that passed through ZZZ3 before our departure which had us about an hour into the DOT delay clock after pushing back to when we were cleared for takeoff. All fluid levels were normal during the preflight inspections and before start checklist. The new procedure in the FO'sAfter Start Flow is to 'Clear Secondary Engine Indications' in order for them to auto display when a secondary engine parameter exceeds normal operating range. Since this was completed in the after start and we didn't take off for at least another hour, I wonder if it would help to put this step in the 'Below The Line' section of the Before Takeoff Checklist. If there had been a leak on the ground while sitting on the taxiway for an hour with the engines running, there is a possibility we would have noticed this before taking off. When the Captain calls 'Below The Line' on the Before Takeoff Checklist, we could possibly mitigate this by checking the SYS page, checking the ENG page and then selecting the ENG page one more time to blank out the secondaries for takeoff as a flow. This is just a thought I have had since this incident.","While in cruise en route from ZZZ3 to ZZZ2 we noticed the master caution light flickering briefly. The FO guessed that it was related to the hydraulic system and checked the hydraulic quantity as a precaution. We discovered system A quantity was low and dropping rapidly. We were unsure what checklist to run at first but as we discussed it the quantity continued to drop and as it approached 0 we decided that the Loss of System A checklist was appropriate. We accomplished the checklist except for deferred items and I then called dispatch via AIRINC to discuss the possibility of a diversion. After briefly considering continuing to ZZZ2 we decided diverting to ZZZ1 would be the best course of action as the checklist required maintenance to meet the plane on the runway to install gear pins and the tower at ZZZ2 was due to be closed by the time we arrived. During the call Maintenance Control was patched in as well. We also [requested priority handling] with ATC. About 10 minutes after running the checklist, after signing off with dispatch and Maintenance Control and shortly after starting our descent to ZZZ1, the low pressure light for Engine Driven Pump 2 (for hydraulic system B) came on. We found the quantity for system B high and rising, the quantity indication peaking at 106%. We ran the Hydraulic Pump Low Pressure check list which called for shutting off EDP 2. After running the checklist the quantity indication for system B soon settled at 94% and stabilized. The electric pump for system B functioned normally throughout the flight. Also worth noting is that while system A quantity dropped to 0 at one point we found it at 13% shortly after running the Loss of System A checklist and it eventually came up to 20% after landing. As we approached ZZZ1 only runway XXL was open but we were soon informed that Runway YYR would be opened for us and that after landing we could remain on the runway as long as necessary. On approach we lowered the landing gear via the manual gear extension handles as called for by the Loss of System A check list but otherwise the approach and landing were normal. After landing we discussed what needed to be done with ARFF, maintenance, and station personnel who came to meet the aircraft on the runway. I also briefed the passengers and flight attendants about the situation. We started the APU and shut down both engines so maintenance could safely install gear pins. Although it would have been possible to restart the engines and taxi to the gate, operations met the aircraft with a tug so we left the engines off and we were towed to gate X without incident where we deplaned and I wrote up the malfunctions in the AML. At the gate a mechanic mentioned that a substantial amount of hydraulic fluid was leaking from the drain mast on Engine 1.Cause: It was unclear and remains somewhat unclear if running the Loss of System A checklist when we did was the appropriate course of action. We didn't get the indications on the overhead panel consistent with what the checklist shows as an indication of Loss of System A (Low pressure on EDP 1, EMDP2, and Flight control A) but there is no checklist for low hydraulic system quantity or a known hydraulic system leak. This led to some confusion as to what checklist to run but as the hydraulic quantity was rapidly approaching 0 we considered system A to be lost and decided that was the appropriate checklist. I'm still unsure if this was the best course of action as the manual does mention the system A quantity shouldn't drop below 20% due to a leak in EDP 1 or its associated lines because of a standpipe in the System A reservoir. The manual also mentions that fluctuations in the hydraulic quantity indications in flight are normal due to a variety of reasons. While the quantity indication for system A did drop to 0 it rose again after running the Loss of System A checklist and eventually stabilized at 20% after landing. I'm still unsure if system A was truly 'lost' and if that checklist was appropriate. Some clarification on how to handle an obvious hydraulic leak, either via QRC changes or training would be helpful.","B-737 First Officer reported a hydraulic leak in one hydraulic system during cruise. The flight diverted to an alternate airport, landed, and received a tow from the runway to the gate.",ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2161567.0,Air Carrier,2161583.0,"While performing a visual to rwy XX we descended to 3100 ft while on final that triggered low altitude alert with atc due to radio antenna in the vicinity. The tower was in sight, we climbed to 3300 ft until past the antennae and then continued with the visual approach and landed uneventful on rwy XX. Unfamiliar with rwy XX at ZZZ (main rwy closed) and aircraft equipment inop that prevented a precision or coupled approach. Weak papi illumination.",While performing visual approach to runway XX the aircraft descended to 3100 msl triggering altitude alert with atc. Go around was not necessary since the tower/obstruction was always in sight and correction action was initiated. The papi was difficult to see and we did not have distance information accurately since gps was out on this aircraft. There was not an ils on runway XX.Inoperative rnav/rnp approach. Visual approach with a poorly illuminated papi. Unfamiliar runway. We should have put runway XX in fix page to get accurate distance info.,Air carrier flight crew reported receiving an altitude alert from ATC while on approach. The crew maintained visual separation from obstacles and continued the approach.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2162158.0,,,"While descending on the WYNDE Arrival into ORD passing around 26,000 ft., the left wing dropped and the aircraft banked to 30Â° to the left. Roll authority was annunciated and the autopilot was disengaged from this action. Pilot flying intervention preceded and corrections were made before reengaging automation. ATC was notified. Crew then slowed and offset course to avoid any additional wake turbulence.",,B737 Captain reported encountering wake turbulence on descent into ORD in trail of a B737.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2162294.0,,,"This event really started prior to our flight to ZZZ. Uneventful landing in ZZZZ, brakes heated up as they always do in ZZZZ. Turned brake fans on prior to gate arrival. Aircraft boarded for on time departure. After 45 minutes of brake fans on; noted brake temps as 45 40 215 40. Called maintenance to check #3 brake and brake fan. Maintenance said brake fan working, temp is under the 300 limit and signed off as Ops Check OK. After take off received auto brake ECAM which instructs crew to calculate landing distance and use manual baking. No big deal. The FO made a stabilized approach and normal landing on XXL. Around 90kts he applied braking as to make the last high speed turn off. The aircraft abruptly veered 30 degrees to the left, I took the aircraft and was able to stop the aircraft before runway excursion occurred. Slowly taxied to gate a wrote up right side brakes not as effective as left side. On taxi in noted bake temps now indicating 365 295 80 560Looking back, I should have refused the aircraft in ZZZZ even though it received a maintenance sign off. The mechanics were correct that the brake temp of 215 was legal, but it was obvious that there was something wrong with the temps indicating 45 40 215 40. The airplane was boarded and we were at departure time and it even seemed that the mechanics were under pressure to sign the aircraft off and get it pushed off the gate.",,A320 pilot reported temporary loss of control during landing due to number three brake malfunction.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2167015.0,,,"I descended below the minimum altitude restriction at ESDEE intersection on arrival due to inadvertently selecting FLC rather than VNAV after multiple speed assignment changes given by ATC, and a wake turbulence encounter. The Captain and I noticed the error at the same time and I corrected before the next waypoint without a query from ATC.I believe I became distracted after encountering wake turbulence and being instructed by ATC to maintain 280 kt. with only a few thousand feet until having to slow to 250 kt. at 10,000 ft. and then maintain that speed until ESDEE. I leveled the airplane momentarily and must have then selected FLC after leaving the wake event, I don't actually remember doing so, but it is most likely when I did it. I must have become momentarily too fixated on slowing at ESDEE and our separation with the aircraft in front of us and neglected to watch the path.",,"A320 First Officer reported descending below an altitude restriction on descent into PHX, citing distractions from a wake turbulence encounter and multiple ATC clearances as contributing.",ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2168027.0,,,"We were level 3000 feet on final 4R cleared for the approach, 180 kt. flaps 5. Autopilot and autothrottle were on. The Captain and I both felt turbulence so I guarded the controls as PF. Then a couple of seconds later we felt more turbulence and the plane started banking left at a quick rate. I called 'upset' and disengaged the autopilot and rolled wings level. I think we got to 30 or 35 degrees uncommanded Angle of Bank (AOB) before recovery - the roll happened very quickly. The Captain let Tower know we had wake turbulence, they told us we were 3.5 miles in trail of a 757 or 767 and allowed us to slow down to 170. We made an uneventful landing.",,B737 First Officer reported encountering wake turbulence and recovering from an inflight upset on final approach to EWR in trail of a B767.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2168798.0,,,"The flight departed ZZZ Runway XXL on the ZZZZZ RNAV Departure to 3000 feet. At approximately 1500 feet the Captain noted to the crew, potentially conflicting aircraft traffic at approximately the 2 o'clock position. At about the same time, one of the Relief Pilots called out an overtemperature exceedance on the right engine. The Relief Pilot also noted that the right engine EPR had initially started to drop. The Captain then turned the autopilot on and slowly retarded the right engine throttle attempting to get the right engine EGT back below the temperature exceedance. At approximately the idle position the temperature remained below the temperature exceedance and back into the normal temperature operating range but at what appeared to be an elevated temperature for the idle position. At this point, the Captain elected to intercept the ZZZ XXX radial outbound per the engine failure procedure for Runway XXL even though the aircraft was at 1500 feet since the aircraft was climbing out very slowly and the Captain wanted to ensure terrain clearance while continuing to climb to 3000 and run checklists. The First Officer [requested priority handling] for the flight and told ATC the flight would be initially intercepting and proceeding outbound the ZZZ XXX radial while working the [situation].There were no EICAS messages or automatic Non-Normal Checklists displayed on the EICAS so the crew elected to perform the Engine Lim/Surge/Stall checklist on the right engine. As the First Officer performed the checklist, it was noted that the right engine temperature would increase abnormally higher as the right engine throttle was increased out of idle. As a result of the checklist, the crew decided to bring the throttle back to idle. The crew discussed the options for the right engine and decided to keep the right engine running in idle for the remainder of the flight unless absolutely needed. The crew reasoned this to be the most prudent action since the engine was still producing thrust, was at a stable but elevated temperature at idle (than normally expected) but still in the normal temperature operating range, was not operating erratically and did not appear to be damaged. Once the aircraft was stable and the Non-Normal Checklist was complete, the Captain directed the First Officer to request vectors from ATC to an area near the ZZZ airport that we could safely jettison fuel. While getting these vectors the Captain gave control of the aircraft to the First Officer so that the Captain could coordinate with dispatch, Maintenance Control and the flight attendant. The Captain asked the Relief Pilot to call the flight attendant and inform them of the current aircraft situation and that we would most likely be returning to ZZZ. Also, the Relief Pilot was instructed to make a PA announcement updating the passengers. In the meantime, the Captain was able to coordinate a discussion with dispatch and maintenance control. Maintenance Control noted that from his equipment sensors and readings of our aircraft that the exceedance was real and not a spurious indication. The crew discussed and was in agreement that the flight should return to ZZZ after jettisoning fuel. The Captain informed dispatch and Maintenance Control of the crew's decision to return to ZZZ and asked for any other recommendations for the engine issue, jettisoning fuel and coordination for the return to ZZZ. Maintenance Control gave no further guidance and noted the crew's intention to return to ZZZ and stated he would coordinate with Maintenance. Dispatch reminded the crew to annotate the time, location and fuel amount at the beginning and end of the fuel jettison process. Dispatch also indicated that he would calculate landing data for the return to ZZZ. Once the crew arrived at the ATC coordinated fuel jettison area the Captain initiated the Fuel Jettison checklist. The crew decided to jettison fuel down to the max landing weight so that the overweight checklist would not have to be run and a maintenance overweight inspection would not be required. The fuel jettison procedures for the amount of fuel onboard took approximately 30 minutes. During this time period the crew monitored the right engine for any changes and discussed and prepared the flightdeck for the descent, approach, landing, Airport Rescue and Fire Fighting (ARFF) coordination and return to the Gate. The crew anticipated a normal landing and decided that if there were no issue upon landing that they would coordinate to clear the runway and have ARFF inspect the right engine on the Taxiway for any issues prior to taxiing to the gate. Upon completion of the Fuel jettison checklist, the Captain briefed the crew for a single engine flaps 20 ILS approach to Runway XXR. Dispatch was having difficulties with the landing data so the Relief Pilot ran the landing data numbers for a single engine landing. The checklists were completed for descent/landing and the Captain flew the single engine approach to Runway XXR for an uneventful landing. Upon landing the Captain cleared the Runway and ARFF inspected the right engine, found no issues, so the flight continued to Gate. The passengers were then deboarded to the gate area and turned over to the gate agents. At the gate the crew debriefed maintenance concerning the right engine temperature exceedance. The crew noted to maintenance that the exceedance temperature was approximately 666 degrees celsius. Also, from the point the crew noticed the exceedance to the point the Captain promptly retarded the throttle to idle, the time duration was approximately one minute. The Captain then debriefed with the flight attendants and with the gate agents. The Captain and the flight crew then debriefed with Dispatch and the Chief Pilot through a telephone conference call. Finally, the flight crew debriefed their own performance.",,Captain flying 777 aircraft reported EGT exceedance during takeoff climb. Flight crew returned and landed uneventfully.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2168915.0,Air Carrier,2168916.0,Cleared for the visual runway XX into ZZZ. Forgot to arm the approach for backup and got a gpws alert. I then disconnected the autopilot and hand flew the approach into ZZZ. Without incident.,Captain flew through the localizer on a visual approach to runway XX at ZZZ. We were at about 3000' outside of ZZZZZ and received a GPWS warning. The Captain immediately disarmed the autopilot and hand flew the approach. We had terrain and airport in sight at all times.,An Air Carrier flight crew reported Captain flew through the final approach course and received a Ground Proximity Warning.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2169089.0,,,"CA (Captain) was PF (Pilot Flying), FO (First Officer) PM (Pilot Monitoring). In cruise at FL370 we received a HYD G LOW LVL ECAM. The CA directed the FO to action the ECAM items. We completed the steps which lead to securing the G HYD system engine pump and PTU. After ECAM actions were completed the CA directed the FO to fly the aircraft and he created a phone patch with Dispatch and [maintenance] via comms. [Maintenance] verified the G sys was lost but offered no other input or suggestions. Our reception with dispatch was poor and spotty. It was hard to make out much if anything. We knew we were most likely going to divert. CA led an open discussion on options with FO in put. He consulted with dispatch via ACARS. Our closest preferred diversion airport with a longer runway was ZZZ and they were between CAT 1 and CAT 2 minimums.We were halfway to our destination ZZZZ however, the terrain, possible wet runway/decreased braking action and elevation made it a less than preferred choice. CA and FO opted to return to ZZZ1 since we had the gas, the weather was VFR and they had two 11,000 ft runways. Under CA direction, the FO [requested priority handling] with ZZZZ Center and received direct to ZZZ1. Our dispatcher working through ACARS attempted to modified the release with new landing data which caused the aircraft to have an init disagree that made our ACARS intermittent. We were able to receive a message with landing length of 4600ft. After briefing the FAs, the CA resumed PF duties. Both CA and FO reviewed the manual gear extension and tow in procedures. Coordinated tow in with company via center. The CA briefed the approach and supplementary procedures. We landed safely and were towed in. During tow in, CA coordinated with ops regarding procedures for two deportees bound for ZZZ3 onboard. With procedures in position we were given approval to open door and deplane. We debriefed in the flight deck and CA debriefed FAs after flight.",,A320 First Officer reported Hydraulic Failure and return to departure airport.,ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2169595.0,,,"Shortly after the application of Flex Takeoff power, received a master caution and ECAM for ENG 1 compressor vane fault. Rejected takeoff in the low speed regime, advised ATC, cleared the runway and made ""remain seated"" PA. We completed the ECAM which led to shutting down the engine, and completed the QRH. Notified Dispatch and Maintenance Control. Returned to the gate. Entered the discrepancy in the logbook. The line mechanics were aware because it flagged on their computer at the time of occurrence. Subsequently both FADEC (Full Authority Digital Electronic Control) channels registered a fault and the aircraft was removed from service pending maintenance and a high power engine run.",,"An Airbus A320 pilot reported an Engine 1 Compression Vane Fault as take off power was applied, resulting in a rejected takeoff and return to the gate.",ASRS_DBOnline_2022_2025.xlsx
Air Carrier,2170307.0,,,"Departing ZZZ for ZZZ1 at about 13,700 feet we got a very loud sound like an air horn. It sounded as though it was on the First Officers side. I would compare it to someone holding down an air horn, like you'd find at a sports event. We both agreed immediately there must be some kind of air leak or faulty seal. We immediately requested a descent to 10,000. I told the First Officer his aircraft, his radios, tell them we want to return to ZZZ. I called the cabin who said they heard it as well, they thought it was an alarm going off, and was loud enough it could be heard significantly far back in the cabin. I explained though loud and unsettling, it was minor, we already where reaching an altitude where pressurization was no longer needed and due to the issue we would return to ZZZ for a precautionary landing, I'd call them back once we caught up. I made a calm similar pa to the passengers. I heard the First Officer at this time change frequency and the Controller asked if we were [requesting priority handling], I told the First Officer that sounds good. I considered how it was difficult to communicate, and that we would be over weight when landing and could not logically think of any reason not to. I then called ZZZ ops and Maintenance and spoke to Maintenance, they asked if we could go to ZZZ2, i said no, it wasn't suitable, and said I was ok with ZZZ3 or ZZZ. The noise made communication difficult, thus I elected calling on the radio vs crew phone. I also sent an ACARS message and ACARS diversion report. The First Officer got us on a delay vector and down to 7000. ZZZ Maintenance called Maintenance Control and Operations Control I believe and told us ZZZ was ok but if I do get time call Operations Control to verify the best airport operationally. At this time we leveled at 7000 and the noise finally stopped. I told ZZZ that id call Operations Control. I called dispatch on the crew phone, they also requested ZZZ2, i told them unable, in which the dispatcher asked if I would go to ZZZ3. I said ZZZ3 was good, it has a longer runway than ZZZ anyway, and confirmed the company would prefer I go to ZZZ3 vs ZZZ, he confirmed and acar us the new information. We informed atc, we requested the longest suitable runway, which was XXL and was in use. We requested to have fire rescue meet us upon landing. We continued the delay vectors a few more times as we ran the non routine landing check list, and overweight landing check list. Followed by setting up and briefing the approach. We then ran the descent and before landing check list. During this I briefed the flight attendants again about the precautionary landing and made a calm reassuring brief pa to the passengers. I then took back the aircraft from the First Officer. We did the rnav XXL and we landed uneventfully on XXL, exited, followed the correct flow, passengers, inspection, and proceeded uneventfully to the Gate, in which maintenance met the aircraft.I believe our training worked very well and it felt like a good sim session. We communicated well in the flight deck, even with the barriers of a very loud noise. First Officer was very quick to identify we should descend right away to 10,000. We ran the Threat and Error Management model and both briefed each other well and checked in that we were performing normally. First Officer was an absolute asset and monumental in a safe, calm, correct outcome.",,B737 Captain reported the flight and cabin crews heard a loud sound during departure climb which they determined to likely be an air leak. Flight crew diverted and completed a safe overweight landing.,ASRS_DBOnline_2022_2025.xlsx
