operatorcontrolnumber,difficultydate,submissiondate,operatordesignator,submitterdesignator,submittertypecode,receivingregioncode,receivingdistrictoffice,sdrtype,jasccode,natureofconditiona,natureofconditionb,natureofconditionc,precautionaryprocedurea,precautionaryprocedureb,precautionaryprocedurec,precautionaryprocedured,stageofoperationcode,howdiscoveredcode,registrynnumber,aircraftmake,aircraftmodel,aircraftserialnumber,aircrafttotaltime,aircrafttotalcycles,enginemake,enginemodel,engineserialnumber,enginetotaltime,enginetotalcycles,propellermake,propellermodel,propellerserialnumber,propellertotaltime,propellertotalcycles,partmake,partname,partnumber,partserialnumber,partcondition,partlocation,parttotaltime,parttotalcycles,parttimesince,partsincecode,componentmake,componentmodel,componentname,componentpartnumber,componentserialnumber,componentlocation,componenttotaltime,componenttotalcycles,componenttimesince,componentsincecode,fuselagestationfrom,fuselagestationto,stringerfrom,stringerfromside,stringerto,stringertoside,wingstationfrom,wingstationfromside,wingstationto,wingstationtoside,buttlinefrom,buttlinefromside,buttlineto,buttlinetoside,waterlinefrom,waterlineto,cracklength,numberofcracks,corrosionlevel,structuralother,discrepancy
SWAA2019082036085,2019-11-08 00:00:00,8/20/2019 7:54:34,SWAA,SWAA,A,SW,29.0,A,5720.0,O,,,K,,,,IN,9,7886A,BOEING,737752,35122,41521.0,20568.0,,,,,,,,,,,BOEING,WEB,115A2930,,CRACKED,LT WING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L/H WING TRAILING EDGE MID SPAN BULKHEAD WBL 201.90 SEAL RETAINER WEB AFT OF LATERAL WEB CRACKED. R&R WEB IAW SRM AND DWG.
SWIA202052081,8/26/2020 0:00:00,8/26/2020 13:30:19,SWIA,SWIA,A,NM,6.0,A,2150.0,J,,,G,,,,AP,O,946SW,CNDAIR,CL6002B19,7776,42841.0,36527.0,,,,,,,,,,,,A/C PACK,,,FAILED,LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LOST THE LEFT PACK AT CRUISE, FL240. STARTED DESCENT. IAW QRH PRESSED EMERGENCY DEPRESS AT 17000 FEET. PAX O2 MASKS DEPLOYED. FLIGHT 5171."
SWAA2019082136151,8/21/2019 0:00:00,8/21/2019 13:08:16,SWAA,SWAA,A,SW,29.0,A,3350.0,O,,,O,,,,NR,9,8530W,BOEING,7378H4,63592,8358.0,3688.0,,,,,,,,,,,,COVER,417A5600,,BROKEN,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R/H OVERWING EXIT SIGN COVER BROKEN. / R&R COVER IAW AMM.
EPUA201908263001,8/23/2019 0:00:00,8/26/2019 12:15:17,EPUA,EPUA,E,AL,3.0,A,3397.0,B,,,A,,,,CR,O,715HE,CESSNA,208B,208B0603,22520.0,48768.0,,,,,,,,,,,,POTENTIOMETER,,,FAILED,COCKPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURING FLIGHT PILOT NOTICED SMOKE IN THE COCKPIT COMING FROM THE MAP LIGHT DIMMING RHEOSTAT. MAINTENANCE INSPECTED AIRCRAFT AND DEFERRED THE MAP LIGHT ACCORDING TO COMPANY PROCEDURES. POTENTIOMETER PART NUMBER S2619-1 WAS NOTED AS DEFECTIVE COMPONENT.
YENA201907240423,7/24/2019 0:00:00,7/29/2019 17:38:27,YENA,YENA,A,EA,15.0,A,2131.0,J,,,A,,,,CL,O,556JB,AIRBUS,A320232,1904,63113.0,22859.0,,,,,,,,,,,NORD,CONTROLLER,2079102AB,354758,FAILED,CABIN PRESSURE,61070.0,21855.0,61070.0,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLT 1499, FLL-HAV. RETURNED TO FIELD. AFTER TAKE OFF CAB PR SYSTEM 1 AND 2 FAULT; R & R PRESS CONT# 1 (11HL) IAW TSM 21-31-00-810-827-A AND IAW AMM 21-31-34. OPS CK GOOD, ALSO AS PRECAUTIONARY ACCOMPLISHED PRESSURIZATION TEST WITH AIDS IAW AMM 05-53-00. SYST # 1 HOLDS PRESSURE GOOD, A/C OK TO CONT. CAB PRESS SYST# 2 REMAINS ON MEL."
A6WA2019073046750,7/29/2019 0:00:00,7/30/2019 14:11:04,A6WA,A6WA,A,GL,31.0,A,5347.0,O,,,K,,,,IN,V,466AW,CNDAIR,CL6002B19,7899,35427.0,34250.0,,,,,,,,,,,BOMBDR,SEAT TRACK,601R3103215,,CORRODED,FUSELAGE,35427.0,34250.0,35427.0,R,,,,,,,,,,,364,400,,,,,,,,,9,R,,,,,,,2.0,,FLOOR SEAT TRACK CORRODED FS 364 - F.S.400 RBL9.
ASAA2019072830226,7/28/2019 0:00:00,7/30/2019 18:41:44,ASAA,ASAA,A,NM,2.0,A,2210.0,J,,,O,,,,CR,O,487AS,BOEING,737990ER,44108,15068.0,4811.0,,,,,,,,,,,,CONTROL PANEL,4082260939,99081852,FAULTY,COCKPIT,62476.0,28843.0,1559.0,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTOPILOT A DISENGAGED DURING CRUISE 2 TIMES - NO OTHER ANOMALIES - RE-ENGAGED. GROUNDED - YES. FOUND NUMEROUS MCP FAULTS ON A AND B AUTOPILOT FLIGHT LEGS 2 AND 5. REMOVED AND REPLACED MCP PER AMM 22-11-34. LAND VERIFY TEST PASSED PER AMM 22-11-00. MCP INSTALLATION TEST PASSED PER AMM 22-11-34. DFCS LRU REPLACEMENT TEST PASSED PER AMM 22-11-34. ETOPS REPAIR CONFIRMATION SUCCESSFUL.
SWAA2019082936402,8/28/2019 0:00:00,8/29/2019 14:16:58,SWAA,SWAA,A,SW,29.0,A,3350.0,L,,,K,,,,IN,C,217JC,BOEING,7377H4,34232,49782.0,29324.0,,,,,,,,,,,,BATTERY,D71701100,,NO TEST,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMERGENCY LIGHT BATTERY FAILED CAPACITY TEST AT LOCATION M1675. R&R BATTERY PER MM.
MASA2019083091225,8/29/2019 0:00:00,8/30/2019 14:05:21,MASA,MASA,A,WP,37.0,A,3350.0,O,,,O,,,,NR,9,902FJ,CNDAIR,CL6002D24,15002,39544.0,31460.0,,,,,,,,,,,,LIGHT,,,INOPERATIVE,ROW 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROW 22 CEILING LVL EMERGENCY FLOOD LIGHT INOPERATIVE.
MASA2019100112070,2019-01-10 00:00:00,2019-02-10 00:08:19,MASA,MASA,A,WP,37.0,A,3350.0,O,,,O,,,,NR,9,242LR,CNDAIR,CL6002D24,15076,24445.0,22103.0,,,,,,,,,,,,BULB,,,INOPERATIVE,EMERGENCY LIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEILING EMER LIGHT ROW 17 INOPERATIVE. REPLACED THE BULB.
VNAA201910021103,2019-01-10 00:00:00,2019-02-10 10:53:29,VNAA,VNAA,A,GL,5.0,A,3350.0,O,,,O,,,,NR,9,593NN,CNDAIR,CL6002D24,15405,8293.0,7678.0,,,,,,,,,,,,BATTERY PACK,20131A,169527,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FA STATION EMERGENCY LIGHT SWITCH LEFT ON. REPLACED 4 EPSU BATTERIES IAW CRJ900 AMM. OPS CHECK GOOD. P/N 2013-1A S/N 169527, 503263, 126020, 500031."
SWAA2019100237457,9/29/2019 0:00:00,2019-02-10 12:39:15,SWAA,SWAA,A,SW,29.0,A,5347.0,O,,,K,,,,IN,9,445WN,BOEING,7377H4,29841,55777.0,33050.0,,,,,,,,,,,BOEING,SEAT TRACK,144A53501,,CORRODED,BS 565-569,,,,,,,,,,,,,,,565,569,,,,,,,,,,,,,,,,,,,"CABIN SEAT TRACK NR 3 HAD AREA CORRODED BETWEEN BS 565 TO 569, LOWER FLANGE. R & R THE SEAT TRACK IAW SRM."
COEA2019100398919,2019-08-09 00:00:00,2019-03-10 12:57:11,COEA,COEA,A,NM,13.0,A,5755.0,O,,,K,,,,IN,V,919FX,AEROSP,ATR42300,266,29404.0,37390.0,,,,,,,,,,,AEROSP,HINGE FITTING,S57710011200,,CORRODED,RT SPOILER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"RT SPOILER OUTBOARD HINGE FITTING HAD CORROSION ON INBOARD AND OUTBOARD SURFACES. REPAIR IAW SRAS ES-0105289-01-15228, ISSUE A,"
HNAA2019100400294,2019-01-10 00:00:00,2019-04-10 08:33:26,HNAA,HNAA,A,EA,7.0,A,3350.0,L,,,K,,,,IN,C,637AE,EMB,EMB145LR,145170,45132.0,42004.0,,,,,,,,,,,EMB,POWER SUPPLY,RPS1B,C02845,INOPERATIVE,EMERGENCY LIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OVERHEAD EMERGENCY LIGHTS AT 12A AND 12BC PSU'S DO NOT ILLUMINATE. R & R THE EMERGENCY BATTERY AND POWER SUPPLY IAW AMM 33-50-11-000/400-801-A. OK FOR SERVICE
REXA2019082601297,8/26/2019 0:00:00,2019-11-09 08:43:16,REXA,REXA,A,GL,15.0,A,5347.0,O,,,K,,,,IN,V,907XJ,CNDAIR,CL6002D24,15139,29019.0,19302.0,,,,,,,,,,,,SEAT TRACK,N1262075,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,434,545,,,,,,,,,9,R,,L,,,,,,,"AWR IN REF NRC S/N 00008 DURING PASSENGER SEAT REMOVAL, CORROSION WAS FOUND ON FLOOR RAIL 9RBL AND 27LBL FROM FS 434-545. FLOOR SEAT RAIL 9RBL AND 27LBL FROM FS434 TO FS545 WERE REPLACED PER AMM 53-00-49-400-801-A07. (LEVEL CORROSION 2)."
SWAA2019100737576,2019-03-10 00:00:00,2019-07-10 14:48:32,SWAA,SWAA,A,SW,29.0,A,5312.0,O,,,K,,,,IN,9,907WN,BOEING,7377H4,36619,40648.0,23717.0,,,,,,,,,,,BOEING,BULKHEAD WEB,111A1111,,CRACKED,BS 663,,,,,,,,,,,,,,,663,,,,,,,,,,27,R,,,,,,,,,CENTER WING REAR SPAR VAPOR WEB CRACKED AT LOCATION RBL 27. REPAIRED WEB IAW SRM.
SWAA2019100737577,2019-01-10 00:00:00,2019-07-10 14:48:32,SWAA,SWAA,A,SW,29.0,A,2565.0,O,,,K,,,,IN,9,734SA,BOEING,7377H4,27866,70725.0,41635.0,,,,,,,,,,,,SLIDE,5A3307,,OUT OF POSITION,R1 DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1 DOOR ESCAPE SLIDE EMERGENCY HANDLE COVER OUT OF POSITION. REPOSITIONED SLIDE IAW MT.
SWAA2019091136777,8/28/2019 0:00:00,2019-11-09 17:52:16,SWAA,SWAA,A,SW,29.0,A,5320.0,O,,,K,,,,IN,V,420WN,BOEING,7377H4,29825,61359.0,36009.0,,,,,,,,,,,,ANGLE,BAC14963777075,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,727C,767,,,,,,,,,21,R,,,,,,,,,"AFT CARGO PIT, RT Z-ANGLE CORRODED BETWEEN BS 727C+10 TO BS 767, RBL 21. REPAIRED Z ANGLE IAW SRM."
SWIA2019101046422,2019-10-10 00:00:00,2019-10-10 12:31:42,SWIA,SWIA,A,NM,6.0,A,5320.0,O,,,K,,,,IN,9,817SK,CNDAIR,CL6002D24,15107,33379.0,21121.0,,,,,,,,,,,,SUPPORT,,,CORRODED,CARGO BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFT BAGGAGE BAY SILL CORRODED ALL THE WAY ACROSS, MARKED. (C-CHECK) N817SK RO: 10/9/2019BLENDED AFT BAGGAGE BAY SILLIAW SRM. REMOVED CORROSION FROM AFT BAGGAGE BAY SILL IAW SRM."
A6WA2019091846875,9/15/2019 0:00:00,9/18/2019 14:18:41,A6WA,A6WA,A,GL,31.0,A,7830.0,E,,,K,,,,CL,O,452AW,CNDAIR,CL6002B19,7835,35324.0,34030.0,,,,,,,,,,,,TRANSCOWL,,,OPEN,RT ENGINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING CLIMB OUT, FELT VIBRATION, AND AIRCRAFT DID NOT PERFORM NORMALLY FOR BEING EMPTY. UPON LANDING IN ORD, FOUND THE UPPER TRANSLATING COWL ON THE RT ENGINE TO BE OPEN. SUSPECTED TO BE OPEN ENTIRE FLIGHT."
HYIA20191014001,2019-11-10 00:00:00,10/14/2019 8:24:11,HYIA,HYIA,E,WP,39.0,A,5740.0,O,,,K,,,,IN,V,3292M,CESSNA,402C,C4020304,35822.0,20971.0,,,,,,,,,,,CESSNA,FITTING,82255045,,CORRODED,LT WING,35822.0,20971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHILE PERFORMING SPECIAL INSPECTION 402-22 IAW INSPECTION PROGRAM MANUAL, AND MM 5-20-01, CORROSION WAS VISUALLY IDENTIFIED ON THE LEFT WING'S, FORWARD SPAR'S, UPPER, AFT, WING FITTING (P/N 082255-45). THIS CORROSION IS ON THE UPPER HORIZONTAL FLANGE OF THE FITTING MEASURING APPROXIMATELY 1.360 INCHES LONG, AND .540 INCHES WIDE, WITH A MAX DEPTH OF .061 INCHES DEEP. THE FITTING WAS REMOVED AND REPLACED USING NEW PARTS."
REXA2019092001385,2019-05-09 00:00:00,9/20/2019 10:11:45,REXA,REXA,A,GL,15.0,A,5320.0,O,,,K,,,,IN,V,909XJ,CNDAIR,CL6002D24,15141,28517.0,19122.0,,,,,,,,,,,,CROSSBEAM,CC670340941,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,280,,,,,,,,,,14,L,,,,,,,,,"AWR; HIDDEN DAMAGE: CRACK ON CROSSBEAM FS 280 LBL14 IN REF NRC 252, TCI: 53-10-219 (CPAX). CROSSBEAM FS 280 LT WAS REPLACED PER SRM 51-42-06-001-001-A01 PAR 6A, SRM 51-42-10-001-001-A01 PAR 8A AND SRM 51-42-20-001-001-A01 PAR 6A."
REXA2019101471444,2019-07-10 00:00:00,10/14/2019 13:39:41,REXA,REXA,A,GL,15.0,A,5414.0,O,,,K,,,,IN,9,925XJ,CNDAIR,CL6002D24,15183,27451.0,18199.0,,,,,,,,,,,,ACCESS PANEL,CN6244230205,,BROKEN,LT PYLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROKEN ACCESS PANEL 433BT AT LH PYLON. SKIN ON ACCESS PANEL 433BT AT LH PYLON WAS REPLACED FOR A NEW ONE (P/N: CN624-4230-205) PER CRJ-900 SRM 51-42-06.
UATA2019101453204,9/18/2019 0:00:00,10/14/2019 16:04:00,UATA,UATA,E,AL,3.0,A,5311.0,O,,,K,,,,IN,V,,CASA,C212CC,242,30709.0,56345.0,,,,,,,,,,,CASA,FRAME,FRAME18RIB,,TORN,FRM 18,30709.0,56345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A RIB AND FRAME 18 HAS A TEAR AT LOWER LEFT. REPAIRED PER SRM.
CALA2019110501912,2019-01-11 00:00:00,2019-05-11 09:28:45,CALA,CALA,A,SW,27.0,A,5310.0,O,,,K,,,,IN,V,834UA,AIRBUS,A319131,1420,60141.0,26001.0,,,,,,,,,,,AIRBUS,STOP FITTING,D5311423CZ20100,,CRACKED,FUSELAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AT FR16 R1 DOOR CUTOUT STOP FTG #7 HOLES 1 THRU 4 HAVE REJECTABL LE CRACK/DAMAGE INDICATIONS AD2018-25-02 PER HAECO LCQ NON ROUTI NE 9290833 GENERATED REMOVED & REPLACED R1 FR16 NO. 7 DOOR STOP INTERCOSTAL FITTING I AW A319 SRM 51-42-11-801 CATEGORY A REPAIR AT HAECO LCQ ON HANGA R NR 9290833 PERFORMED BY MECH RII INSP PERFORMED
UATA2019101453203,9/18/2019 0:00:00,10/14/2019 15:58:46,UATA,UATA,E,AL,3.0,A,5311.0,O,,,K,,,,IN,V,,CASA,C212CC,242,30709.0,56345.0,,,,,,,,,,,CASA,FRAME,,,BUCKLED,FRM 14,30709.0,56345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOUND FRAME 14 WEB BUCKLED BETWEEN LH & RH KEEL. REPAIRED PER SRM.
AALA201910169019,2019-05-10 00:00:00,10/16/2019 13:20:38,AALA,AALA,A,SW,21.0,A,5754.0,O,,,K,,,,IN,V,185UW,AIRBUS,A321211,1666,59555.0,22446.0,,,,,,,,,,,AIRBUS,ATTACH BOLT,,,CORRODED,RT SLAT TRACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON RIGHT WING LEADING EDGE SLAT TRACK #3 LOWER ATTACH BOLT. REPLACED ATTACH BOLT PER AMM 27-84-63-400-002-A.
DALA2019092405494,9/24/2019 0:00:00,9/24/2019 15:14:38,DALA,DALA,A,SO,27.0,A,5320.0,O,,,K,,,,IN,V,831MH,BOEING,767432ER,29702,76629.0,15072.0,,,,,,,,,,,,INTERCOSTAL,,,CORRODED,FUSELAGE,,,,,,,,,,,,,,,1518,,,,,,,,,,44,R,,,,,,,2.0,,CORROSION LEVEL: 2 CABIN FLOOR SUPPORT STRUCTURE AT STA 1518 RBL44 FOUND CORROSION ON INTERCOSTAL THE CORROSION AT FLOORBEAM STA1518 RBL 44 REMOVED AND FOUND OUT OF LIMIT AND REPAIRED. (LP 1284828)
SWAA2019092537104,9/19/2019 0:00:00,9/25/2019 15:26:00,SWAA,SWAA,A,SW,29.0,A,3350.0,O,,,K,,,,IN,V,413WN,BOEING,7377H4,29819,62273.0,36091.0,,,,,,,,,,,,SIGN,8200079004,,BROKEN,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FORWARD LAV EXIT SIGN BROKEN. REPLACED SIGN PER AMM.
FDEA202310011672,2023-01-10 00:00:00,2023-02-10 12:41:05,FDEA,FDEA,A,CE,23.0,A,5347.0,O,,,K,,,,IN,V,522FE,DOUG,MD11F,48476,89191.0,17597.0,,,,,,,,,,,DOUG,SEAT TRACK,A6A7082501,,DAMAGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FORWARD CABIN - SEAT TRACK RIGHT HAND STATION 6-10 X = - 27.5 CROWN AREA DAMAGE. FORWARD CABIN - AT RIGHT HAND SEAT TRACK STATION 6-10, X = - 27.5 DAMAGED CROWN EVALUATED AND FOUND EXCEEDED LIMIT AS PER MD-11 SRM 53-00-52-1A FIGURE 101 ALLOWABLE DAMAGE 1. CROWN DAMAGED SEAT TRACK REPAIRED BY SECTIONAL SEAT TRACK REPLACEMENT FROM STATION 6-40 TO EXISTING SPLICE STATION 6-0/1129, X = - 27.5 AS PER MD- 11 SRM 53-00-52-2R REPAIR 1 FIGURE 201. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100."
FDEA202506241034,6/24/2025 0:00:00,6/24/2025 13:11:48,FDEA,FDEA,A,CE,23.0,A,5347.0,O,,,K,,,,IN,V,521FE,DOUG,MD11F,48478,91548.0,17992.0,,,,,,,,,,,DOUG,SEAT TRACK,WSP0984509,,WORN,ZONE 200,,,,,,,,,,,,,,,2025-10-06 00:00:00,2025-10-06 00:00:00,,,,,,,,,X= 47.5,L,X= 47.5,L,,,,,,,"CABIN - MAIN DECK CARGO COMPARTMENT FLOOR SEAT TRACK AT STATION 6-10 X= 47.5"" FOUND CROWN WORN. CABIN - MAIN DECK CARGO COMPARTMENT FLOOR SEAT TRACK AT STATION 6-10 X= 47.5"" WORN CROWN EVALUATED AND FOUND EXCEEDED LIMIT AS PER MD11 SRM 53-00-52-1A FIGURE 101. ALLOWABLE DAMAGE 1. CROWN WORN SEAT TRACK REPAIRED BY SECTIONAL SEAT TRACK REPLACEMENT FROM EXISTING SPLICE STATION 6-0 TO STATION 6-40 X= 47.5"" AS PER MD11 SRM 53-00-52-2R FIGURE 201 REPAIR 1. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100."
IPXA2025032274515,3/15/2025 0:00:00,3/25/2025 14:20:08,IPXA,IPXA,A,CE,25.0,A,5245.0,O,,,K,,,,IN,V,289UP,DOUG,MD11F,48455,107451.0,21886.0,,,,,,,,,,,DOUG,SKIN,,,NO DISCREPANCY,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEFT HAND FWD AC DOOR HAS A (POSSIBLE) CRACK ON THE OB SKIN OF DOOR, TOP SIDE. PM040-100, ATA 51-70 ACCOMPLISHED HFEC SURFACE/OPEN HOLRE INSP OF LH FWD AC DOOR REWORKED O/B SKIN TOP SIDE AND EXISTING OPEN FSTNR HOLE COMMON TO RPR AREA PER NDTSPM 06-10-01.001/.003. NO CRACKS NOTED."
FDEA202203040415,2022-04-03 00:00:00,2022-04-03 09:32:15,FDEA,FDEA,A,CE,23.0,A,5310.0,O,,,K,,,,IN,V,613FE,DOUG,MD11F,48749,80760.0,19692.0,,,,,,,,,,,,TRACK,WSP0984503,,DAMAGED,ZONE 270,,,,,,,,,,,,,,,STA 1421,STA 1421,,,,,,,,,X = 47.5,L,X = 47.5,L,,,,,,,CABIN - LEFT HAND STATION 1421 X = 47.5 LEFT HAND SEAT TRACK CROWN FOUND DAMAGED . SEAT TRACK REPAIRED BY SECTIONAL SEAT TRACK REPLACEMENT AT STATION 1411 TO STATION 1451 X= 47.5 AS PER SRM 53-00-52- 2R REPAIR 1 FIGURE 201. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100.
FDEA202206211511,6/21/2022 0:00:00,6/23/2022 11:53:46,FDEA,FDEA,A,CE,23.0,A,2910.0,K,J,,A,O,,,CR,O,612FE,DOUG,MD11F,48605,88090.0,21727.0,,,,,,,,,,,BOEING,DRAIN LINE,2249409529,,CRACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENROUTE RECEIVED LEVEL 1 HYD 3 ELEV. OFF, THEN HYD 3 OFF, LEVEL 2 HYD 3 FAIL AND QTY WENT TO 0.1. DECLARED EMERGENCY, DUMPED 77.0 LBS OF FUEL AND DIVERTED TO RJBB. T/SHOT AND FOUND #3 ENG L/H EDP CASE DRAIN RIGID LINE HAS CRACK/HOLES CAUSED BY CLAMP BROKEN. REF AIPC 29-11-15-01ITEM# 70. P/N 224-9409-529 CASE DRAIN RIGID LINE REPLACED REF. WRI 71-10/1824 R&R'ED #3 ENG L/H EDP W/ RIGID CASE DRAIN LINE PER AMM 29- 11-20-4-1. R&R'ED ALL CASE DRAIN FILTERS PER AMM 29-12-41-2."
FDEA202203230664,3/23/2022 0:00:00,3/23/2022 19:18:28,FDEA,FDEA,A,CE,23.0,A,2550.0,O,,,O,,,,UK,V,649FE,DOUG,MD11F,48801,86554.0,16394.0,,,,,,,,,,,,FLOORBOARD,262CF,,DAMAGED,ZONE 200,,,,,,,,,,,,,,,1159,1219,,,,,,,,,,,,,,,,,,,MAIN DECK -CENTER FLOOR BOARD IN BETWEEN THE 76-106 RBL AND STA 1159-1219 MUTIPLE DAMGED AND CORRODED INSERT. FABRICATED NEW FLOOR BOARD PANEL PER FEDEX DRWG SRZ-25-005.
IPXA2023071393657,7/13/2023 0:00:00,7/14/2023 14:39:41,IPXA,IPXA,A,CE,25.0,A,2560.0,O,,,O,,,,TX,9,273UP,DOUG,MD11F,48574,73941.0,15933.0,,,,,,,,,,,,HANDLE,UNKNOWN,,INOPERATIVE,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSPECTION TYPE:NAF.O. OVERHEAD HADLE INOP SCREW STRIPPEDRESERVED HANDLE ON FO'S OVERBD REF AMM 20 00 00/001 STARTED ILLEG OPS CHECK GOOD
FDEA202302200308,2/20/2023 0:00:00,2/20/2023 12:27:19,FDEA,FDEA,A,CE,23.0,A,5710.0,O,,,K,,,,IN,B,572FE,DOUG,MD11F,48755,80764.0,17418.0,,,,,,,,,,,DOUG,RIB,ARB18259,,CRACKED,ZONE 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHILE CARRIED OUT INTERNAL BORESCOPE INSPECTION ON LEFT HAND NUMBER 6 SLAT LOOSE RIVETS AREA (SNRM N00480), FOUND THE SLAT INTERNAL RIB CRACK AT STATION XOS 816.822. CRACKED RIB AT LEFT HAND NUMBER 6 SLAT LOOSE RIVETS AREA (SNRM N00480) INTERNAL STATION XOS 816.822 REPAIRED AS PER EA# 1-5750-T0373019 P1 TITLE: WINGS-FLIGHT SURFACES -LH WING SLAT NO.6-RIBS REPLACEMENT FROM XOS796 TO XOS873 -RSC TRACKING. REPAIR CLASSIFIED AS MAJOR PER GMM 6-2-100."
IPXA2024011053067,2024-09-01 00:00:00,2024-10-01 14:01:46,IPXA,IPXA,A,CE,25.0,A,5310.0,O,,,O,,,,IN,9,288UP,DOUG,MD11F,48540,82793.0,17118.0,,,,,,,,,,,,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*SDR FILED OPEN* INT - MAIN CABIN FLOOR PANEL #263QF HAS A DAMAGED INSERT (114-05) APPROVED
FDEA202203160532,3/16/2022 0:00:00,3/18/2022 16:37:34,FDEA,FDEA,A,CE,23.0,A,2550.0,O,,,O,,,,UK,V,649FE,DOUG,MD11F,48801,86554.0,16394.0,,,,,,,,,,,BOEING,FLOORBOARD,AFA3163,,DELAMINATED,ZONE 200,,,,,,,,,,,,,,,1661,1741,,,,,,,,,,,,,,,,,,,"MAIN DECK AFT FLOOR BOARD PANEL 283EF DELAM. FABRICATED NEW FLOOR BOARD PANEL# 283EF, AFA3163 PER FEDEX DRWG SRZ-25-005."
DXTA2022120675610,2022-05-12 00:00:00,2022-09-12 09:15:58,DXTA,DXTA,E,GL,7.0,A,5297.0,O,,,O,,,,TX,O,822QS,TEXTRN,TEXTRON700,7000060,1342.0,757.0,,,,,,,,,,,,CONNECTOR,,,DAMAGED,PAX DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHEN CLOSING MAIN CABIN DOOR FROM INSIDE AIRCRAFT, HANDLE DOES NOT POSITIVE DETENT AND CABIN DOOR DOOR OPEN AND CHECK DOOR CAS MESSAGES REMAIN DISPLAYED. CHECKLIST ALTERNATE DOOR CLOSING METHOD IS REQUIRED TO PROPERLY CLOSE DOOR. REMOVED CONNECTOR JC027 & NOTICED THE PIN L WAS BENT COMPLETLY FLAT IN THE CONNECTOR. VERIFIED THE WIRING DIAGRAM AND PIN LIS THE SIGNAL WIRE FROM THE SECURING PAWL DOOR SWITCH (SC007). REMOVED CONNECTOR JC027 FROM THE AIRFRAME & CAREFULLY REMOVED THE WIRE ON PIN L FROM CONNECTOR JC027, REPLACED THE PIN. INSTALLED CONNECTOR IAW WDM 52-00-01 AND 52-10-00"
2022FA0000165,3/23/2022 0:00:00,3/23/2022 12:40:25,,,D,SW,99.0,G,8540.0,O,,,K,,,,UK,V,75MG,CIRRUS,SR22,657,2514.0,1.0,CONT,IO550N,686189,2514.0,1.0,,,,,,CONT,DRIVE SHAFT,20791,UNK,CRACKED,ZONE 400,,,306.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LH MAGNETO DRIVE SHAFT FOUND CRACKED 3/4 OF THE LENGTH OF THE DRIVE SHAFT. THIS MAGNETO DRIVE OPERATES THE AFTER MARKET SUPERCHARGER FROM FORCED AEROMOTIVE.
